Class name	Wubi Label Sequece
鄓	19 7 3 1 
稺	19 13 20 7 
敏	19 23 6 19 
璪	6 10 10 18 
孺	1 5 3 
昢	9 1 12 7 
䓕	0 5 16 15 
芁	0 12 1 
齺	7 1 16 19 
櫟	18 23 17 18 
㝨	15 5 10 4 
儲	22 24 5 9 
犹	16 19 3 13 
偤	22 20 18 6 
䢀	11 19 13 13 
䥍	5 20 5 16 
茰	0 9 16 20 
㺕	16 19 19 11 
秊	19 19 5 9 19 
舟	19 4 8 
狄	16 19 14 24 21 
㩃	17 15 5 20 
䁼	7 11 5 5 
䤅	18 6 22 9 
藍	0 0 7 11 
䏍	2 4 5 
檻	18 0 7 11 
靴	0 5 22 23 
饫	16 13 19 3 
樌	18 23 5 12 
跚	10 7 12 6 
皿	11 7 13 
匙	9 6 7 23 
享	24 1 5 
䠶	19 12 3 3 23 
蓲	0 0 10 10 
掩	17 3 9 13 
茺	0 24 2 
嘥	10 19 7 7 
忠	10 7 13 
蘃	0 7 7 18 
嗇	5 22 22 10 
涡	8 10 12 
甯	15 13 4 
樨	18 13 8 7 
荎	0 6 2 5 
湚	8 19 23 13 
董	0 19 6 
蠰	9 24 10 4 
㖾	10 10 20 19 
浺	8 13 10 7 
㿬	7 2 2 13 
膚	7 0 11 4 
冦	15 5 16 2 
㲑	19 5 13 8 17 
標	18 18 5 8 19 
㳓	8 3 10 6 
㨚	17 0 16 9 
㫰	9 24 21 4 
曙	9 11 
寋	15 5 9 1 
氝	17 13 12 22 
罆	17 12 23 12 
馆	16 13 15 
暀	9 19 24 6 
茳	0 8 0 
娗	21 19 5 15 
塓	5 15 9 20 
碭	3 9 6 17 
嘋	10 5 19 19 
摷	17 21 9 18 
䥬	16 0 6 5 15 
恻	13 12 9 24 
揑	17 21 0 6 
娇	21 19 3 9 
呤	10 22 24 2 
螲	9 15 22 5 
垽	8 17 5 5 
堻	8 21 5 5 
㘧	5 2 1 7 15 
茋	0 16 0 24 
踹	10 7 12 9 
烵	14 0 16 24 
肐	4 19 13 13 
蹖	10 7 3 21 
䂦	3 22 4 19 
择	17 2 5 
髸	3 4 0 22 
慹	5 20 5 13 
棻	0 22 21 18 
汬	5 9 8 20 
盉	19 11 5 
罤	11 20 23 19 
㟸	12 17 3 5 
䖻	9 24 2 16 
楿	18 19 9 6 
䨌	5 5 16 1 
䞥	5 7 3 4 
燔	14 19 14 
跤	10 7 20 16 
斩	11 17 
瓆	6 17 17 12 
状	20 3 24 
桵	18 4 21 6 
哢	10 6 0 7 18 
毩	19 5 13 14 5 
鑘	16 11 11 11 
噧	10 0 9 24 
膏	24 15 10 
㣋	5 9 24 4 
䝊	4 6 21 7 
焋	13 7 3 14 0 
栝	18 19 3 6 
挏	17 12 6 10 
哖	10 17 7 5 
榦	5 9 22 18 
貖	4 4 20 11 
䣎	21 11 1 7 
怯	13 5 2 24 4 
禛	15 24 5 22 19 
夲	3 5 9 
䜕	24 0 9 24 
虹	9 0 
廮	24 12 12 21 
㼘	12 6 13 13 
啡	10 3 9 
绔	23 3 5 
矧	19 3 23 7 
羞	20 3 13 
薑	0 6 11 6 
殚	6 16 20 
爙	14 24 10 4 
鎝	16 0 22 10 20 
暢	9 7 9 17 
插	17 19 5 
羧	20 3 2 19 
躁	10 7 10 18 
涫	8 15 13 
娡	21 5 13 24 
媟	21 0 13 18 
堄	5 21 16 13 
廻	11 10 15 3 
嵛	12 22 6 
漅	8 21 9 18 
槪	18 17 23 16 
诖	24 5 5 6 
䠇	10 7 13 12 
䅃	0 12 24 19 
捽	17 24 22 5 6 
氶	1 8 8 
呠	10 18 6 6 
厪	3 0 10 6 15 
掚	17 6 12 24 7 
荾	0 2 22 19 
拥	17 4 7 
渡	8 24 0 
鈤	16 9 6 
薛	0 22 13 20 
霼	5 5 2 14 
剺	5 8 19 21 
唙	10 16 19 14 
喴	10 3 6 19 
痣	20 5 13 8 
哙	10 22 5 2 
䥖	16 20 18 3 
㷄	14 9 18 24 
㹮	16 19 3 9 18 
坅	5 22 24 13 1 
䖦	9 1 12 7 7 
梀	18 6 10 8 
霵	5 10 1 19 
熫	14 24 0 14 
耝	3 8 4 6 
憥	14 14 15 13 
蹐	10 7 8 4 22 
猭	16 19 23 4 
懍	13 24 11 19 
香	19 9 5 
诪	24 3 19 5 
黟	11 5 14 16 1 
搃	17 20 10 13 
褕	15 20 22 9 22 
詃	24 24 23 24 
跾	22 7 19 7 
楙	18 2 1 18 
䗕	15 16 1 9 
褺	5 20 5 4 12 
贒	0 7 13 12 22 
觇	7 10 12 
賰	12 3 22 9 0 
褪	15 20 21 15 
㧯	17 5 19 23 
晤	9 6 10 
呫	10 7 10 6 
檣	18 5 22 10 
䯩	24 12 10 2 1 
圁	11 24 3 
㗊	10 10 10 10 20 
冻	20 0 8 
嗻	10 24 0 14 
倨	22 13 3 
悑	13 6 4 24 
䠝	10 7 10 12 23 
蒵	0 4 23 3 
鬀	3 4 20 19 
䇡	19 15 18 9 
坢	5 20 5 7 
卞	24 7 20 
杫	18 7 6 
壀	5 13 10 20 
霬	5 11 0 22 
玄	24 23 20 
㹀	19 17 5 1 
牮	22 0 17 
䜣	24 17 7 
夁	5 11 11 3 
袺	15 20 5 10 
㕣	22 10 5 
靺	0 5 6 18 
稝	19 4 4 6 
抗	17 24 12 13 
坫	5 7 10 6 
丩	13 7 10 
謹	24 0 10 6 
䑳	19 4 22 0 
依	22 24 4 
浃	8 6 20 
譑	24 19 3 10 
㫯	9 9 6 16 
㑪	22 24 9 6 13 
公	22 2 
敄	2 1 19 19 
羹	20 6 14 3 
繤	0 7 3 8 
㨺	17 0 12 24 
辷	6 15 3 22 
礷	3 0 0 11 
牔	19 7 6 5 20 
裢	15 20 11 
焄	21 19 10 14 
㩝	17 24 15 4 
禇	15 24 5 9 
邖	12 1 7 2 
豱	4 9 11 6 
赒	12 12 5 10 
脋	21 21 21 4 
鋂	16 19 23 20 
蝚	9 2 1 18 
榞	18 3 17 8 
㟱	12 20 6 14 
枨	18 19 0 
諂	24 16 21 6 
㪔	18 18 7 2 
睸	7 13 7 6 
謮	24 6 12 24 
懟	14 6 20 13 18 
尵	3 13 10 12 
祁	15 24 1 12 
念	22 24 13 13 14 
瑾	6 0 10 6 
苏	0 11 22 
噪	10 10 10 18 
䧘	1 23 4 24 
秣	19 6 18 
君	21 19 10 3 22 
燖	14 21 0 5 
绁	23 0 13 13 18 
錖	7 8 2 16 
耏	3 12 9 4 
昮	9 0 11 1 
諿	24 10 1 6 
挵	17 6 0 7 
诫	24 0 0 7 
螃	9 20 15 
踍	10 7 5 1 
鈌	16 13 22 24 
蕍	0 8 22 9 
㚕	3 23 9 9 
芞	0 17 13 1 
诉	24 17 
䍕	11 16 0 24 21 
荖	0 5 19 23 
菱	0 5 22 19 19 
奆	3 0 13 5 
蒜	0 5 8 
㽭	11 5 3 9 6 
萉	0 4 2 1 
躀	10 7 23 12 
㱝	6 16 23 11 
䛞	24 9 5 7 
敹	7 15 19 19 
釩	16 12 24 24 
抧	17 10 22 24 
銔	16 6 8 5 
粙	14 12 6 
恽	13 15 11 
㪃	18 10 7 2 
箖	19 18 18 20 
剉	22 22 5 9 
早	9 7 
週	12 5 10 15 
毫	24 15 19 
䈳	19 9 13 5 
糁	14 2 3 
䠯	10 7 22 0 9 
璣	6 23 23 19 
贁	12 12 19 24 
蝛	9 3 6 19 
嚸	10 11 5 10 
憄	19 5 7 13 
山	12 12 12 
挱	17 8 8 19 
湫	8 19 14 24 
帓	12 7 6 18 
盲	24 13 7 
诋	24 16 0 24 
蚃	23 19 9 20 
耟	3 8 0 13 
厇	3 19 0 21 
㕶	10 6 6 
乸	1 23 6 20 
堭	5 17 6 6 20 
逻	11 16 15 
澷	8 9 11 24 
䰄	3 4 11 13 
龠	22 6 10 0 3 
迂	6 5 15 
葴	0 3 6 19 
宆	15 23 1 
屲	19 12 9 
㛆	21 4 18 24 
濮	8 22 14 
㥱	13 0 3 3 
阡	1 19 5 
炬	14 0 13 
奜	3 9 3 3 7 
鞒	0 5 19 9 
慆	13 4 21 6 
绅	23 9 7 
惖	9 16 17 13 24 
另	10 11 
蟊	2 1 19 9 15 
佯	22 20 3 7 
㧰	17 16 8 24 
韸	20 9 19 7 
蹠	10 7 24 14 
燙	8 9 6 14 
裀	15 20 11 3 
陁	1 19 1 13 
醃	18 6 3 13 19 
塑	20 1 19 5 
桰	18 16 0 10 
狠	16 19 21 
踨	10 7 22 7 
岆	12 19 3 24 
唐	24 21 7 
琢	6 4 24 
簳	19 5 9 5 24 
芅	0 0 20 
扈	24 13 10 2 
禴	15 24 22 0 
䈻	19 4 6 24 
庐	24 24 13 4 
爘	14 7 16 4 
㴣	8 8 6 22 
冒	9 7 5 13 
㫞	9 1 7 2 
㕀	12 1 1 
㢩	23 16 24 24 7 
㚋	16 16 12 10 
鞓	0 5 10 6 
㵻	8 4 21 2 
㿪	7 2 21 24 
䓉	0 0 7 1 
珿	6 10 7 24 
䑜	19 3 0 18 
䅾	19 0 16 9 
弌	0 6 3 
熐	14 15 9 20 
伀	22 22 2 24 
棞	18 11 19 24 
埁	5 12 22 13 
国	11 
萅	0 6 1 9 
稅	19 22 10 16 
吽	10 17 7 7 
胞	4 16 13 
农	15 4 8 
脦	4 0 13 24 
翛	22 7 19 13 
敔	6 10 19 24 
倚	22 3 18 
酯	18 6 23 
玘	6 13 13 
悘	0 19 3 13 21 
扰	17 3 13 
㰆	6 10 7 18 9 
砙	3 6 13 13 
渃	8 0 3 10 
圂	11 4 8 
淬	8 24 22 5 
辢	6 10 8 20 
樷	18 18 1 2 
塣	8 10 6 5 
慟	13 19 6 11 
有	4 
㽠	11 3 22 22 
栣	18 22 19 5 
汝	8 21 6 
魆	17 16 2 19 13 
㤬	13 5 5 6 
韹	20 9 17 6 
㤰	22 19 7 13 
躮	19 12 3 21 20 
蛻	9 22 10 16 
痊	20 22 6 
蛙	9 5 5 0 
䀮	7 24 13 16 
靚	6 4 7 16 
胤	19 23 4 13 23 
䟈	5 7 5 6 
貞	7 12 20 
肺	4 6 12 
涨	8 23 
愀	13 19 14 
僕	22 14 6 24 
鞵	0 5 4 3 
㸗	22 16 12 10 
䛯	24 13 3 6 
患	10 10 7 13 
畸	11 3 18 
則	12 9 7 
统	23 24 2 
鞞	0 5 17 5 
㴼	8 15 22 9 
慀	13 4 23 3 
廷	19 5 15 3 
楑	18 22 6 3 
壗	5 21 7 11 
园	11 5 16 
稥	19 14 9 5 
魂	5 2 17 
荲	0 9 5 5 0 
箒	19 21 15 7 
㶲	14 4 7 
䃡	3 0 16 9 
㤉	13 0 7 19 
墣	5 14 6 24 
棔	18 16 0 9 
拼	17 20 0 
崰	12 21 11 6 
隨	1 3 0 15 
䩛	0 5 13 19 
䤷	16 0 9 21 
鑷	16 1 1 1 
䞉	12 20 3 12 
耖	3 8 8 19 
玞	6 5 22 24 
㬈	9 9 11 6 
苨	0 13 23 1 
哗	10 22 23 
氃	20 9 5 13 
舍	22 5 10 
扭	17 13 5 
撇	17 20 12 19 
㕃	3 6 0 10 
㸇	14 5 22 12 
莐	0 8 15 16 
㔱	0 21 22 8 
脛	4 6 21 0 
平	6 20 
苲	0 19 7 5 
褊	15 20 24 0 
瓖	6 24 10 4 
䃓	3 5 9 5 
㛣	21 10 12 24 21 
剚	6 10 21 9 
㗐	10 3 24 11 
㙙	8 3 13 5 
䇂	20 7 10 
鎬	16 24 12 10 
鋧	16 7 16 13 
欕	18 10 10 19 
燾	5 13 0 14 
訒	24 21 24 24 24 
逾	22 6 4 15 
咆	10 16 13 
玿	6 21 10 6 
酶	18 6 19 20 
疠	20 3 13 21 
栿	18 22 3 24 
揥	17 20 15 7 
䘩	15 20 16 9 
徘	19 3 9 3 
踡	10 7 20 1 8 
笏	19 16 17 
亿	22 13 
冘	15 16 21 
姀	21 19 24 
庠	24 20 3 10 
鑏	16 15 13 18 
怘	3 13 20 
鋽	16 7 9 7 
㦄	24 18 18 13 
䉵	19 7 3 4 
森	18 18 18 
邑	10 2 1 
狍	16 19 16 13 
痠	20 2 22 19 
伶	22 22 24 2 
止	7 7 
裐	15 20 10 4 
钓	16 16 24 
䔢	0 22 22 13 
踩	10 7 4 18 18 
穸	15 22 16 
吟	10 22 24 13 21 
藎	0 21 7 11 
瓫	22 21 6 13 17 
肁	24 13 21 7 
袲	24 16 16 4 
動	19 6 9 11 
葵	0 22 6 
黂	24 18 18 12 
䟏	5 7 23 18 
冴	20 0 7 19 5 
䂬	0 12 24 3 
㳨	8 21 6 16 
㾖	20 9 5 3 
历	3 11 
翩	24 13 12 13 23 
隂	1 22 3 24 
䭲	19 9 3 10 
䝒	4 1 2 8 
喣	10 16 10 14 
戋	6 6 6 19 4 
溎	8 18 5 5 10 
㛥	21 8 9 6 18 
醻	18 6 5 5 
櫿	18 14 14 10 8 
棕	18 15 
纳	23 12 22 
企	22 7 5 
䧜	1 24 21 10 
聃	1 12 5 6 
孡	1 2 10 6 
撡	17 2 2 13 
㟶	12 3 17 8 7 
㪰	24 14 20 
箵	19 8 19 7 
汇	8 0 13 
湇	8 20 4 6 
肜	4 4 19 
紮	18 13 23 8 
䏮	4 11 8 24 
置	11 5 7 5 
祂	15 24 1 13 
激	8 17 24 
鋐	16 15 3 2 
褻	24 5 22 4 
辏	11 3 22 
畕	11 11 5 
㕲	10 18 24 
㑱	22 2 1 18 
儵	22 7 19 14 0 
鍷	16 3 5 5 13 
岐	12 5 2 
艇	19 4 19 
亶	24 11 10 6 0 
嫮	21 5 5 13 16 
啶	10 15 6 7 
橫	18 0 6 22 
㯧	18 5 7 10 
纍	11 11 11 8 
馚	19 9 22 21 
濨	8 20 23 13 
捶	17 19 6 5 18 
操	17 10 10 
捆	17 11 18 
聇	1 6 7 6 
藡	0 20 12 15 
䚸	24 22 9 7 
譯	24 11 5 5 
黠	11 5 14 10 1 
刞	4 6 9 7 
昭	9 21 10 
庤	24 5 5 8 
䣜	7 0 4 1 
濸	8 0 22 10 
诙	24 3 14 
鍢	16 6 10 11 
亰	24 9 8 20 
㹪	16 19 12 6 25 
乽	5 19 9 13 
榬	18 5 10 4 
裥	15 20 20 9 
瓰	6 13 24 21 
陕	1 6 20 
媢	21 9 7 6 
猡	16 19 11 16 
淅	8 18 17 
隕	1 10 12 24 
陸	1 5 22 5 
贆	12 3 3 3 
纨	23 21 24 24 
鉔	16 0 12 7 1 
且	4 6 
囘	12 13 21 
㟋	12 20 10 16 
䨞	5 19 10 24 9 
尭	5 0 16 1 
挸	17 7 16 13 
稢	19 0 10 6 13 
堺	5 11 22 9 
笛	19 12 5 
呰	7 23 10 5 
袧	15 20 16 10 
拭	17 0 0 
勅	6 10 8 11 
结	23 5 
诂	24 3 6 16 
往	19 24 6 
㧚	17 6 13 13 
竚	20 15 18 7 
寓	15 9 12 
尦	22 16 16 24 
䞢	5 7 19 5 
养	20 3 24 9 
䙡	15 20 10 12 0 
㓑	20 5 20 5 
酭	18 6 3 4 
蚾	9 7 2 24 
迗	6 3 15 8 
腟	4 15 6 5 
䋯	24 13 0 8 
嘂	10 10 13 10 
賳	12 5 0 10 
筙	19 3 8 20 
䕏	0 20 6 19 
更	6 9 16 
㗍	10 19 9 6 
幊	12 7 0 12 
褢	24 17 16 4 
鑅	16 14 14 18 
䬇	20 10 16 9 
涾	8 8 9 6 
跏	10 7 11 10 
前	20 4 
㶢	14 21 1 
酿	18 6 24 4 5 
鑲	16 24 10 4 
達	5 20 3 15 
䑉	4 24 13 24 
惇	13 24 1 6 
匰	0 10 10 5 
鐈	16 19 3 10 20 
蘄	0 10 10 17 
䂨	3 17 24 24 
嬛	21 11 6 4 
廁	24 12 9 10 
鑢	16 7 0 13 
㐈	19 24 13 1 16 
亟	1 10 2 
膌	4 8 22 4 
㑓	22 2 3 2 
椻	18 0 9 21 
妫	21 24 11 
㐴	22 16 24 
䍧	19 17 20 3 12 
蒿	0 24 12 
㜱	21 17 17 12 
㸿	19 17 5 12 
妏	21 24 24 
汊	8 2 24 24 
扦	17 19 5 7 
惛	13 16 0 9 
聨	1 23 23 0 
镚	16 12 4 4 15 
椠	11 17 18 
㛚	21 2 4 7 
栗	18 18 20 
䍐	11 5 9 
摿	17 22 20 9 
墿	5 11 5 5 
䐃	4 11 19 24 
㜄	21 12 19 9 
榈	18 20 10 
雽	5 19 20 7 3 
襌	15 20 10 5 
涆	8 9 5 7 
㼔	9 11 17 24 
䫻	12 19 9 9 1 
俪	22 6 12 24 8 
嶛	12 3 20 8 
蘨	0 4 17 8 
㘝	11 2 8 13 
䙥	15 20 5 2 0 
䓁	0 5 5 20 
埚	5 10 12 
滢	8 0 15 24 
宫	15 10 
祸	15 24 10 22 
犦	19 17 9 8 
避	13 10 
嶽	12 16 19 3 
葿	0 13 7 5 13 
鋻	0 7 13 16 22 
䨣	5 0 5 9 5 
伙	22 14 
偹	22 7 19 11 
䄓	15 24 17 6 
劮	17 22 11 13 
铜	16 12 6 10 
樅	18 19 22 7 
惈	13 9 18 24 
蠌	9 11 5 5 17 
漽	8 13 8 7 
磨	24 18 18 3 
砽	3 4 7 
硶	3 12 22 13 
旱	9 5 9 
䪋	0 5 10 15 
㶦	14 2 1 7 
䎚	13 3 7 13 16 
谭	24 18 9 
珪	6 5 5 6 
皀	17 23 1 
佡	22 22 12 7 
揉	17 2 1 18 
椘	18 18 15 20 
䧪	1 24 3 21 
䛢	24 19 12 13 15 
奟	3 4 4 5 
䵣	11 5 14 6 
諣	24 12 13 10 16 
伔	22 15 12 13 7 
覯	5 9 6 16 11 
壇	5 24 11 6 
樠	18 0 12 24 19 
倊	22 22 2 13 
篩	19 22 13 7 
祡	7 23 5 8 
嵒	10 10 10 12 
嚢	6 10 7 4 
䊅	14 16 10 6 
㻟	6 3 0 4 
蠾	9 13 8 9 
杤	18 3 13 13 
嗆	10 22 24 10 
喧	10 15 
枝	18 5 2 
鋇	16 12 24 7 
㢌	24 1 18 10 
㙓	5 5 5 5 
䵎	0 12 22 9 
防	1 24 
鎣	14 14 15 16 
桡	18 0 19 
䈋	19 8 9 5 
䏛	4 16 20 6 
殉	6 16 16 
渢	8 12 19 9 
践	10 7 6 
缕	23 14 21 
杈	18 2 24 24 
湕	8 21 5 15 
嚑	10 19 6 14 
惍	13 16 6 
㭔	18 19 20 7 
冄	12 5 3 17 
坥	5 4 6 6 
㫥	9 16 10 6 15 
娚	21 11 11 13 
腌	4 3 9 13 
跥	10 7 4 18 
糕	14 20 6 14 
嬆	21 22 6 13 
粪	14 0 22 20 0 
茄	0 11 10 5 
㰏	18 19 24 10 
磸	3 20 18 3 
悳	5 7 13 13 
舒	22 5 10 1 
㐋	5 13 1 
䤏	18 6 3 17 
琦	6 3 18 
鈱	16 13 0 13 
䈠	19 4 5 2 24 
婞	21 5 20 5 
㥛	13 1 10 6 
侨	22 19 3 
燳	14 9 21 14 
臿	19 5 21 3 
倉	22 24 21 10 2 
淲	8 7 0 12 
䈤	19 18 0 5 
创	22 1 9 
㥊	13 4 4 6 
膹	4 5 0 12 
酥	18 6 19 24 
桠	18 6 14 6 
魉	17 16 2 22 8 
黬	11 5 14 19 16 
撙	17 20 18 
灼	14 16 24 
跹	10 7 19 15 0 
髲	3 4 7 2 
缂	23 0 5 7 12 
螤	24 9 9 22 
氄	2 1 19 13 21 
㘀	10 21 14 24 
墛	5 13 5 5 
号	10 6 13 
殤	6 16 19 17 20 
塛	5 18 18 24 
劎	22 6 10 21 
褑	15 20 4 2 
䈁	19 22 6 0 7 
蚈	9 6 0 7 
䀴	7 6 21 0 
㿇	20 13 17 3 
憛	13 18 9 7 
㙀	5 15 22 21 
介	22 9 
麧	18 22 22 13 2 
寎	15 13 7 22 
惣	19 17 16 13 
瀢	8 10 7 15 
褯	15 20 24 7 
㭴	18 9 2 5 
㱪	6 16 13 9 
瘯	20 24 19 3 
䩞	0 5 7 10 
䎐	5 9 13 6 
慏	13 15 9 20 
胓	4 6 20 7 
俺	22 3 9 13 
冹	20 3 2 24 
视	15 24 12 
䉘	19 18 15 8 
窸	15 22 19 13 19 
仌	22 22 20 
鞋	0 5 5 5 8 
霟	5 8 0 22 
釺	16 19 5 7 
䤓	18 6 0 4 
釨	16 1 6 22 
貃	4 4 17 6 
沖	8 10 7 7 
竕	20 22 21 13 
淃	8 20 3 1 
䖌	7 0 12 9 19 
贵	10 7 6 12 3 
妋	21 5 22 24 
焾	14 22 24 13 
堯	5 5 5 16 6 
䘖	19 17 12 7 
髳	3 4 2 19 
林	18 18 
江	8 0 
姴	6 16 9 21 
㢹	23 20 7 
窮	15 22 19 23 
畝	24 11 16 24 
狏	16 19 19 1 
訖	24 19 13 13 
㞚	13 19 5 21 
區	0 10 10 10 8 
氤	17 13 11 
䫹	12 19 9 0 
㓕	20 3 6 19 
耆	5 19 23 9 
勍	24 8 11 13 
䗚	9 6 4 5 
矵	3 9 7 15 
姾	21 22 6 6 
书	13 13 7 
购	12 16 2 
圑	11 6 4 5 
㵇	8 19 3 5 
钲	16 6 7 6 21 
衔	19 16 5 
矤	23 19 3 24 
呔	10 3 24 24 
濼	8 23 17 18 
䍙	11 19 23 20 
喆	5 10 5 10 
悓	13 7 16 13 
㳹	8 18 6 6 25 
䯵	3 4 5 0 
箋	19 0 0 17 
㕖	2 2 2 18 11 
可	18 10 
㾱	20 22 5 16 
肣	4 22 24 13 0 
吜	10 13 5 6 
喺	10 22 19 8 
埄	5 19 3 7 
佾	22 22 4 
㓯	21 11 9 7 
䘵	15 20 21 8 
趘	5 7 13 13 24 
戶	17 13 3 
䁇	15 13 19 7 
鄕	23 19 17 1 
淂	8 9 6 5 
芵	0 13 22 20 
辿	12 15 10 
盫	22 6 10 11 25 
梎	18 17 23 13 
苵	0 17 22 20 
腷	4 6 10 11 
䎊	19 10 13 6 
鉒	16 24 6 6 
㼜	12 3 6 13 
簀	19 6 12 20 9 
聒	1 19 3 
㳗	8 2 24 5 
户	24 13 4 
嚹	10 17 12 7 
扔	17 4 
疩	20 21 5 10 
愕	13 10 10 
暓	2 1 19 9 8 
俠	22 3 22 22 
躲	19 12 3 18 12 
叟	21 7 2 
謝	24 19 12 5 22 
䓟	0 12 5 10 
棙	18 24 13 3 
冢	15 4 24 
䉔	19 6 16 0 
乣	23 13 13 2 
䉽	14 20 5 7 
㧃	17 13 7 7 
湉	8 13 19 3 
䨷	5 18 18 2 
㮬	18 22 2 13 
羒	20 3 22 21 
謐	24 13 19 11 
辻	5 15 10 12 
䜥	24 9 6 15 
䩯	0 5 1 6 
㓘	12 6 16 24 
䈪	19 6 10 7 
梭	18 2 22 
犚	13 5 8 7 
䅅	19 5 5 6 22 
萌	0 9 4 
浽	8 4 21 6 
唴	10 20 3 13 
荮	0 23 5 
亂	4 2 12 13 
䛱	24 10 7 13 
樬	18 19 11 13 
莯	0 8 18 20 
槭	18 3 7 19 1 
㶤	14 16 24 13 
侱	22 10 6 6 
圳	5 10 7 
倮	22 9 18 
沮	8 4 6 
舷	19 4 24 23 
黣	11 5 14 20 
㴩	8 21 10 2 
祄	15 24 22 9 
搞	17 24 12 
䟹	10 7 4 5 
窝	15 22 10 22 
曠	9 24 0 22 
礓	3 6 11 
共	0 22 
亵	24 17 21 
醘	18 6 5 11 
锋	16 19 3 
祒	15 24 21 10 
畓	8 11 5 17 
棗	6 12 8 8 25 
滧	8 20 16 19 
圔	11 5 2 11 
潛	8 0 16 9 
䗹	9 20 23 13 
㲠	5 8 19 13 17 
肘	4 5 24 
耕	3 8 5 
幭	12 7 0 19 
篅	19 12 3 9 22 
祦	15 24 10 3 
篇	19 24 13 0 21 
瞩	7 13 19 
㪚	0 9 19 24 
椱	18 19 9 19 
莎	0 8 8 19 
䔴	0 1 12 2 
洋	8 20 
㪝	6 11 8 2 
䑤	19 4 22 13 3 
泞	8 15 18 
叄	2 2 2 3 
萭	0 19 10 24 
呬	10 11 6 
污	8 5 13 
㾽	20 22 13 15 
㣩	19 18 18 24 
㿳	7 2 21 11 
醚	18 6 14 
茗	0 16 10 5 
姍	21 12 0 7 
忎	19 5 13 20 
峠	12 7 6 7 
漷	8 24 1 1 
䝡	4 4 0 24 
槆	18 0 16 9 
諔	24 7 8 2 
㴹	8 14 15 24 
㞹	12 18 10 6 
厯	3 18 18 13 
㸰	19 17 15 23 
愧	13 17 16 
㠉	12 20 9 5 
耤	3 8 0 9 
㼿	20 9 5 13 18 
浬	8 9 5 6 14 
䏟	4 13 19 19 
㟷	12 0 22 10 
蕠	0 21 10 8 
鉌	16 19 24 
埥	5 6 4 6 
粘	14 7 
煫	14 20 4 24 
撺	17 15 22 7 
褶	15 20 13 17 
镱	16 20 9 13 12 
䐯	4 11 23 8 
熭	3 7 3 14 
愆	19 8 5 13 
䅬	19 20 22 11 
定	15 6 
筆	19 21 5 7 
捳	17 17 6 12 
尫	6 16 6 3 
枚	18 19 24 
㟥	12 2 3 4 
蛞	9 19 3 6 
㒩	22 23 4 9 
鈣	16 6 7 13 
栜	18 6 12 8 
居	13 3 
檺	18 24 15 4 
鎆	16 20 4 9 
皑	17 12 13 13 
叒	2 2 2 20 5 
砆	3 5 22 24 22 
燄	16 21 14 14 
畐	6 10 11 5 
狗	16 19 16 
菤	0 20 3 1 
皕	3 9 3 9 
躸	19 12 3 10 12 
齫	7 1 11 18 
棷	18 1 2 24 
痛	20 2 4 
枯	18 3 
趠	5 7 7 9 
罣	11 5 5 5 
坨	5 15 23 13 
䨸	5 1 4 13 
櫨	18 7 0 11 25 
䅉	19 6 14 6 
藁	0 24 12 18 
䂓	19 3 7 16 
籦	19 16 19 5 
铀	16 12 6 1 
䙓	15 20 11 2 
埕	5 10 6 
偏	22 24 13 0 
殗	6 16 3 13 
帗	12 7 3 2 
臊	4 10 10 18 
䥙	16 1 20 4 
涪	8 20 10 
擰	17 15 13 18 
郢	10 6 1 7 
袼	15 20 19 10 
玗	6 6 5 7 
䟨	10 7 13 0 
摳	17 0 10 10 
㺹	6 2 0 7 
挭	17 6 9 16 3 
䘢	15 20 15 18 
聤	1 24 15 18 
噉	10 13 1 19 
韨	5 13 7 2 
㞅	3 13 9 18 
㫻	9 22 6 0 
篺	19 17 17 5 
榠	18 15 9 20 
穁	19 0 1 6 
敃	13 0 19 24 
柤	18 4 6 6 
聊	1 16 19 
谥	24 20 22 
缷	17 12 1 7 
䊣	14 0 12 22 20 
璚	6 2 1 10 
㺋	16 19 22 13 
㭊	18 19 7 13 
籺	14 19 13 13 
氆	19 5 13 9 
㭞	18 8 19 11 
檃	1 4 0 18 
拜	17 3 5 7 17 
缌	23 11 13 24 
猬	16 19 11 4 0 
溛	8 15 22 24 
占	7 10 
芊	0 19 5 
䏠	4 20 6 
㖻	10 2 1 18 
铴	16 8 13 
笋	19 21 19 
鈝	16 17 7 7 
㯝	18 10 7 10 
粭	14 22 6 10 9 
匱	0 10 7 12 24 
䤍	18 6 0 24 
毸	19 5 13 13 17 
渖	8 15 9 
奵	21 18 7 
濇	8 5 22 10 
藯	0 13 5 13 
厷	3 2 20 19 
蚵	9 18 10 
陚	1 6 0 7 
遈	9 6 7 15 
囨	11 6 8 8 
淑	8 7 8 2 
趝	5 7 22 13 3 
惗	13 22 24 13 21 
㒽	9 20 3 1 16 
供	22 0 22 
製	17 12 7 4 
蔂	0 11 23 8 
軀	19 12 3 10 
荆	0 6 0 
䛤	24 10 7 24 
忸	13 13 5 
筏	19 22 0 
䓖	0 15 22 11 
䄣	15 24 5 12 
擐	17 11 6 4 7 
痧	20 8 8 
朄	9 7 6 8 
夛	21 16 20 
洭	8 0 6 6 
畳	11 15 4 6 
勃	5 15 1 
嫁	21 15 4 
梜	18 3 22 22 
歴	3 18 18 7 0 
密	15 13 19 
齶	7 1 10 13 
徬	19 20 15 24 7 
