Class name	IDS Label Sequece
蝇	0 258 1 129 263 
㯐	1 0 217 1 5 174 149 157 170 
認	0 156 1 2 271 207 188 
辝	0 1 178 129 1 147 197 
缶	261 
敬	0 1 133 2 210 129 161 
暴	1 152 1 1 241 143 325 
队	0 217 137 
扡	0 209 333 
覑	0 376 1 163 130 
䤹	0 166 1 142 1 234 175 
銐	1 0 319 199 166 
淦	0 185 166 
忳	0 153 388 
磊	1 179 0 179 179 
跑	0 1 129 168 225 
㡉	0 186 0 164 1 158 159 
筥	1 11 1 129 129 
茀	1 133 389 
痰	5 201 1 234 234 
㽺	5 201 310 
抛	0 209 4 237 238 
盻	0 163 1 143 256 
铸	0 221 5 14 266 
䧎	0 217 1 129 157 
挅	0 209 1 327 170 
錜	0 166 1 1 1 137 155 355 188 
剪	1 1 306 0 157 199 271 
聟	1 0 1 189 140 129 231 
仂	0 131 238 
鬁	1 0 270 216 0 135 199 
䅓	0 0 135 2 210 129 175 
语	0 127 1 357 129 
秢	0 135 1 1 137 155 299 
鍅	0 166 0 185 1 141 178 
園	9 286 1 1 141 129 150 
隦	0 217 0 5 148 129 1 147 197 
婝	0 145 1 142 1 139 171 
耼	0 231 31 
䘀	1 1 326 197 0 258 258 
鬃	1 0 270 216 1 142 358 
髿	1 0 270 216 0 185 1 206 207 
岪	1 249 389 
缨	0 297 1 0 292 292 145 
㴪	0 185 1 323 170 
掽	0 209 1 306 311 
烖	2 3 136 197 234 
㛢	0 145 1 135 327 
䭫	0 1 169 152 1 306 323 
翅	4 1 197 175 0 183 183 
帞	0 186 1 139 300 
拰	0 209 0 131 1 207 233 
麦	1 347 248 
踗	0 1 129 168 1 1 1 137 155 355 188 
㛘	0 145 1 1 197 195 309 
䅎	0 135 1 135 327 
㐹	0 131 272 
橣	0 170 1 1 142 188 6 220 25 
夺	1 140 266 
踇	0 1 129 168 1 189 223 
喳	0 129 1 170 1 152 139 
䠛	0 1 129 168 1 260 261 
㚦	0 145 283 
䣉	1 0 185 1 206 207 1 129 268 
撁	0 209 1 1 158 32 301 
摄	0 209 1 231 0 175 175 
㐡	4 237 1 284 140 
旖	0 191 1 189 1 140 2 167 129 
㖵	0 129 1 26 143 
捊	0 209 1 260 309 
樂	1 0 0 159 300 159 170 
坭	0 141 5 148 169 
㹗	0 301 1 1 1 1 233 265 149 139 0 129 266 
䅼	0 135 1 1 152 190 175 
側	0 131 0 1 163 143 199 
䐕	0 157 1 129 231 
鈛	0 166 136 
琾	0 226 1 240 1 137 0 207 151 
甸	2 210 240 
箪	1 11 1 128 19 
酣	0 257 351 
枘	0 170 132 
撢	0 209 1 264 1 152 197 
踕	0 1 129 168 390 
鋭	0 166 1 128 1 129 130 
霩	1 146 0 1 1 158 129 309 217 
彫	0 6 312 1 141 129 216 
丆	391 
螛	0 258 1 1 142 214 129 
壙	0 141 5 224 1 1 241 381 143 
裌	0 173 7 140 0 137 137 
怼	1 0 175 266 188 
訃	0 156 229 
澫	0 185 1 133 370 
椫	0 170 1 128 19 
䀖	0 163 1 139 140 
锬	0 221 1 234 234 
腡	0 157 6 371 129 
粈	0 218 275 
掆	0 209 6 220 1 306 249 
毡	4 279 1 219 129 
㣵	0 165 4 228 1 141 243 
丢	1 207 1 141 178 
赻	4 1 141 171 1 206 207 
遂	4 228 1 128 269 
㧁	5 251 1 141 178 
扖	0 209 187 
㱱	0 319 314 
腚	0 157 1 142 1 139 171 
瀲	0 185 0 1 1 1 137 139 0 129 129 0 137 137 161 
㿺	0 1 152 1 1 241 143 325 353 
賐	0 1 163 143 1 1 178 143 248 
㚚	1 140 1 204 129 
㟢	1 249 1 140 2 167 129 
鐽	0 166 4 228 1 141 243 
刵	0 231 199 
䗗	0 258 1 11 1 139 227 
瑉	0 226 1 180 152 
㿊	5 201 1 0 368 368 152 
傃	0 131 1 347 162 
䤦	0 166 0 131 136 
嗑	0 129 1 1 141 178 330 
鏭	0 166 1 242 188 
痓	5 201 1 1 139 178 141 
燆	0 234 1 1 1 207 140 129 6 220 129 
㴳	0 0 185 141 8 4 334 155 216 
㬛	0 152 1 1 1 137 139 129 0 183 183 
惩	1 0 165 1 139 168 188 
䩫	0 200 1 139 7 186 0 187 187 
邈	4 228 0 303 1 300 130 
榓	0 170 1 335 330 
㴬	0 185 0 320 266 
眼	0 163 304 
夻	1 140 129 
䣓	0 1 1 139 129 6 220 1 128 1 139 151 217 
㖤	0 129 3 308 7 360 1 128 143 
㚂	0 141 1 1 23 195 1 1 0 129 129 1 181 139 150 
猋	1 239 0 239 239 
佣	0 131 6 220 25 
荓	1 133 1 128 1 139 227 
㕷	0 129 300 
雼	1 146 179 
嬬	0 145 1 146 284 
绗	0 297 0 165 1 139 167 
䙽	1 7 140 128 1 163 130 
砻	1 392 179 
莨	1 133 1 155 304 
蹺	0 1 129 168 1 1 141 0 141 141 144 
罂	1 0 292 292 261 
㝿	4 334 353 
㓱	0 1 1 137 139 0 157 199 199 
抱	0 209 225 
裧	0 173 1 234 234 
獢	0 298 1 1 1 207 140 129 6 220 129 
蜡	0 258 1 241 152 
屷	0 249 327 
㞙	5 148 1 279 287 
諬	1 0 135 4 334 155 156 
㸳	0 301 1 1 137 155 299 
㱙	0 319 256 
唆	0 129 1 1 178 143 248 
㗾	0 129 0 200 0 131 169 
闩	6 321 139 
戈	136 
肿	0 157 337 
䪞	1 1 139 140 1 138 139 
㳃	0 185 1 237 197 
诠	0 127 1 137 226 
痈	5 201 6 220 25 
绮	0 297 1 140 2 167 129 
簃	1 11 0 135 1 204 204 
䴵	0 1 7 170 0 137 137 248 1 128 1 139 227 
狃	0 298 275 
㞾	0 249 5 148 169 
衰	1 1 158 33 150 
嵴	0 249 1 7 137 1 128 143 157 
摦	0 209 0 1 140 1 139 256 354 
兀	144 
䃅	0 179 1 128 19 
㽾	5 201 172 
厌	5 285 239 
䖆	1 133 0 257 1 1 158 1 0 129 129 1 181 139 150 
溻	0 185 1 152 0 183 183 
鉼	0 166 1 128 1 139 227 
邴	0 1 139 132 217 
妡	0 145 282 
蛏	0 258 1 175 141 
诿	0 127 1 135 145 
彵	0 165 333 
鉷	0 166 1 241 143 
庑	5 224 1 139 334 
螨	0 258 1 133 393 
夠	0 1 204 204 2 210 129 
熋	1 0 1 178 6 312 177 1 169 169 234 
錓	0 166 5 243 341 
轩	0 250 212 
脞	0 157 7 141 0 137 137 
碕	0 179 1 140 2 167 129 
濫	0 185 1 0 291 1 189 155 330 
㘮	0 141 394 
鬅	1 0 270 216 0 157 157 
硙	0 179 1 249 395 
子	309 
捏	0 209 1 152 141 
䣆	0 1 1 139 198 149 217 
訽	0 156 2 210 129 
蜴	0 258 1 152 2 210 0 207 207 
隌	0 217 1 147 152 
梄	0 170 257 
瑰	0 226 314 
斊	1 277 231 
䥄	0 166 5 285 1 241 152 
瞸	0 163 1 133 1 202 170 
尩	4 1 143 130 226 
她	0 145 333 
搊	0 209 1 2 210 13 2 210 13 
仚	1 137 249 
㿢	1 0 152 157 300 
䢨	4 228 0 165 1 0 137 137 171 
箦	1 11 1 347 292 
魄	0 300 314 
枂	0 170 157 
齜	0 1 168 3 308 1 1 0 137 137 139 0 137 137 0 168 169 
捩	0 209 5 251 239 
㧞	0 209 1 207 5 174 175 
㪿	0 1 13 13 282 
㐕	1 381 252 
伓	0 131 232 
磎	0 179 1 260 1 159 140 
距	0 1 129 168 184 
囲	9 286 181 
㗏	0 129 1 232 1 139 168 
伹	0 131 278 
飆	0 1 239 0 239 239 6 154 1 207 258 
胬	1 0 145 175 396 
摞	0 209 1 240 162 
妸	0 145 2 167 129 
㢫	0 164 249 
钍	0 221 141 
潷	0 185 1 11 307 
晀	0 152 397 
冗	1 195 154 
伧	0 131 1 137 205 
痙	5 201 1 1 139 198 149 
碑	0 179 1 12 197 
丬	398 
忢	1 357 188 
缐	0 297 1 300 287 
潜	0 185 1 0 293 293 152 
㱦	0 319 1 140 2 167 129 
锒	0 221 1 155 304 
讟	0 0 156 1 233 1 190 1 163 143 156 
爹	1 356 1 204 204 
㣠	0 0 165 151 1 248 373 
㷹	0 234 1 133 1 219 1 152 197 
䭬	0 1 169 152 1 198 1 139 323 
胊	0 157 2 210 129 
堉	0 141 1 1 158 178 157 
䂔	0 1 189 140 1 141 1 128 212 
钽	0 221 1 152 139 
腿	0 157 4 228 304 
䵋	0 1 1 241 381 143 5 174 157 
楋	0 170 0 302 199 
苙	1 133 147 
崻	0 249 0 165 1 141 266 
㘋	0 129 1 0 291 175 1 163 143 
贓	0 1 163 143 6 0 290 136 291 
筭	1 11 1 226 227 
髭	1 0 270 216 0 168 169 
㩜	0 209 1 0 291 1 189 155 330 
䑿	0 288 1 142 0 131 1 139 300 
乍	399 
躒	0 1 129 168 1 0 0 159 300 159 170 
傫	0 131 1 240 162 
濦	0 185 1 1 1 260 149 215 188 
㐨	0 342 342 
棐	1 138 170 
䞶	4 1 141 171 1 152 2 210 0 207 207 
耍	1 284 145 
㣦	0 165 1 135 145 
蛬	1 1 241 143 258 
黸	0 203 5 343 1 240 330 
行	0 165 1 139 167 
桌	1 219 1 152 170 
㜽	1 198 309 
㞫	1 249 281 
謾	0 156 1 1 152 190 175 
乢	0 249 341 
度	5 224 1 134 175 
䴹	0 1 7 170 0 137 137 248 196 
徠	0 165 7 170 0 137 137 
瀦	0 185 0 269 5 262 152 
晇	0 152 1 140 1 139 256 
隭	0 217 1 146 284 
储	0 131 0 127 5 262 152 
䈟	1 11 0 1 163 143 199 
䒨	1 133 1 189 140 
赃	0 292 5 224 141 
落	1 133 0 185 1 248 129 
薏	1 133 1 1 147 152 188 
傤	0 131 2 3 136 197 250 
㫝	0 152 1 331 155 
㶜	0 0 185 5 148 1 128 1 139 227 0 5 148 1 128 1 139 227 199 
湻	0 185 1 1 158 129 152 
蝰	0 258 1 140 1 141 141 
㩘	0 209 1 1 306 141 359 
肂	0 319 307 
屐	5 148 0 165 1 197 175 
萮	1 133 1 1 137 139 0 157 199 
括	0 209 1 236 129 
㓺	0 5 343 277 199 
䂣	0 179 0 168 169 
墦	0 141 1 242 240 
叻	0 129 238 
佼	0 131 1 158 356 
窄	1 1 142 143 399 
旛	0 191 1 189 1 242 240 
備	0 131 1 133 5 391 6 220 25 
鄓	0 1 323 239 217 
稺	0 135 5 148 1 147 197 
敏	0 1 189 223 161 
璪	0 226 1 1 129 0 129 129 170 
孺	0 309 1 146 284 
昢	0 152 172 
䓕	1 133 4 228 1 139 144 
芁	1 133 154 
齺	0 1 168 3 308 1 1 0 137 137 139 0 137 137 1 2 210 13 2 210 13 
櫟	0 170 1 0 0 159 300 159 170 
㝨	1 142 1 1 141 129 150 
儲	0 131 0 156 5 262 152 
犹	0 298 4 334 155 
偤	0 131 1 128 257 
䢀	0 250 1 189 252 
䥍	1 0 1 141 1 128 212 345 166 
茰	1 133 34 
㺕	0 298 1 242 240 
秊	1 135 236 
舟	288 
狄	0 298 234 
㩃	0 209 1 1 1 142 1 181 139 143 373 
䁼	0 163 1 203 141 
䤅	0 257 1 1 137 139 0 157 199 
藍	1 133 1 0 291 1 189 155 330 
䏍	1 178 6 312 177 
檻	0 170 1 0 291 1 189 155 330 
靴	0 200 0 131 169 
饫	0 296 1 207 140 
樌	0 170 1 377 1 163 143 
跚	0 1 129 168 372 
皿	330 
匙	4 1 152 1 139 171 169 
享	1 1 158 129 309 
䠶	0 320 1 189 140 
蓲	1 133 8 211 1 129 0 129 129 
掩	0 209 1 140 263 
茺	1 133 1 1 158 178 130 
嘥	0 129 0 165 1 168 171 
忠	1 337 188 
蘃	1 1 133 1 168 0 168 168 170 
嗇	1 7 141 0 137 137 9 286 129 
涡	0 185 1 129 132 
甯	1 1 142 188 6 220 25 
樨	0 170 5 148 1 7 151 1 128 143 301 
荎	1 133 1 1 139 178 141 
湚	0 185 0 0 207 1 159 157 341 
董	1 133 208 
蠰	0 258 1 1 158 1 0 129 129 1 181 139 150 
㖾	1 0 129 129 1 306 13 
浺	0 185 0 153 337 
㿬	0 353 268 
膚	5 343 1 240 157 
冦	1 195 4 1 139 144 1 219 175 
㲑	4 279 287 
標	0 170 1 264 358 
㳓	0 185 5 174 129 
㨚	0 209 1 133 2 210 152 
㫰	0 152 1 155 304 
曙	0 152 1 190 5 262 152 
寋	1 1 1 142 1 181 139 143 205 
氝	2 272 132 
罆	0 261 1 377 1 163 143 
馆	0 296 1 142 176 
暀	0 152 0 165 1 158 141 
茳	1 133 0 185 149 
娗	0 145 4 235 1 207 233 
塓	0 141 1 195 1 152 1 158 143 
碭	0 179 1 1 152 139 2 210 0 207 207 
嘋	0 129 0 5 262 309 161 
摷	0 209 1 198 196 
䥬	0 166 1 133 1 246 266 
恻	0 153 0 292 199 
揑	0 209 1 193 149 
娇	0 145 1 1 207 140 0 207 151 
呤	0 129 1 1 137 155 299 
螲	0 258 1 1 142 143 1 1 139 178 141 
垽	1 0 185 282 141 
堻	1 0 185 307 141 
㘧	0 141 342 
茋	1 133 1 331 155 
踹	0 1 129 168 1 249 284 
烵	0 234 1 133 2 210 155 
肐	0 157 1 189 252 
蹖	0 1 129 168 1 316 193 
䂦	0 179 1 137 216 
择	0 209 1 175 25 
髸	1 0 270 216 1 241 143 
慹	1 0 1 141 1 128 212 345 188 
棻	1 1 133 1 143 271 170 
汬	1 181 287 
盉	1 135 330 
罤	1 190 1 128 18 
㟸	0 249 1 300 1 140 197 
䖻	0 258 1 1 158 178 9 130 151 
楿	0 170 1 135 152 
䨌	1 146 1 139 144 
䞥	4 1 141 171 5 174 157 
燔	0 234 1 242 240 
跤	0 1 129 168 1 158 356 
斩	0 250 282 
瓆	0 226 1 0 282 282 1 163 143 
状	0 398 239 
桵	0 170 1 260 145 
哢	0 129 1 226 227 
毩	4 279 218 
鑘	0 166 1 240 0 240 240 
噧	0 129 1 133 370 
膏	1 1 1 158 129 6 220 129 157 
㣋	0 9 181 155 216 
䝊	0 269 390 
焋	1 0 290 233 234 
栝	0 170 1 236 129 
挏	0 209 6 220 1 139 129 
哖	0 129 362 
榦	0 1 197 1 152 197 1 137 170 
貖	0 303 1 1 306 143 330 
䣎	0 1 198 240 217 
怯	0 153 1 141 178 
禛	0 254 1 197 1 26 143 
夲	1 140 197 
䜕	0 156 1 133 370 
虹	0 258 149 
廮	5 224 1 0 1 163 143 1 163 143 145 
㼘	0 249 365 
啡	0 129 138 
绔	0 297 1 140 1 139 256 
矧	0 1 189 140 0 164 151 
羞	5 243 275 
薑	1 133 1 1 1 139 240 1 139 240 139 
殚	0 319 1 128 19 
爙	0 234 1 1 158 1 0 129 129 1 181 139 150 
鎝	0 166 1 133 1 1 137 139 129 
暢	0 318 1 1 152 139 2 210 0 207 207 
插	0 209 35 
羧	0 243 1 1 178 143 248 
躁	0 1 129 168 1 1 129 0 129 129 170 
涫	0 185 1 142 176 
娡	0 145 1 233 188 
媟	0 145 1 202 170 
堄	0 141 1 193 130 
廻	4 235 9 286 129 
嵛	1 249 1 1 137 139 0 157 199 
漅	0 185 1 198 196 
槪	0 170 0 1 300 169 368 
诖	0 127 1 141 141 
䠇	0 1 129 168 5 148 172 
䅃	1 0 149 6 154 155 135 
捽	0 209 1 1 158 0 137 137 197 
氶	1 265 287 
呠	0 129 400 
厪	5 285 1 134 10 
掚	0 209 1 139 7 186 0 187 187 
荾	1 133 1 1 178 143 248 
拥	0 209 6 220 25 
渡	0 185 5 224 1 134 175 
鈤	0 166 152 
薛	1 133 0 326 1 147 197 
霼	0 1 146 1 177 178 2 272 218 
剺	5 1 0 363 161 285 271 
唙	0 129 0 298 234 
喴	0 129 6 9 17 139 145 
痣	5 201 1 233 188 
哙	0 129 1 137 1 177 178 
䥖	0 166 1 1 128 257 140 
㷄	0 234 196 
㹮	0 298 1 139 300 
坅	0 141 1 1 137 155 355 
䖦	0 258 172 
梀	0 170 302 
霵	1 146 0 1 129 231 136 
熫	0 234 5 224 1 134 267 
耝	0 401 278 
憥	1 1 1 0 234 234 195 238 188 
蹐	0 1 129 168 1 7 137 1 128 143 157 
猭	0 298 1 194 402 
懍	0 153 1 1 158 9 286 129 135 
香	1 135 152 
诪	0 127 5 14 266 
黟	0 203 1 204 204 
搃	0 209 1 1 128 129 188 
褕	0 173 1 1 137 139 0 157 199 
詃	0 156 1 158 159 
跾	1 0 0 131 151 161 1 129 171 
楙	0 0 170 247 170 
䗕	1 1 142 0 204 205 258 
褺	1 0 1 141 1 128 212 345 192 
贒	1 0 291 1 337 188 1 163 143 
觇	0 1 219 129 294 
賰	0 1 163 143 1 316 152 
褪	0 173 4 228 304 
㧯	0 209 5 262 169 
晤	0 152 1 357 129 
呫	0 129 1 219 129 
檣	0 170 1 7 141 0 137 137 9 286 129 
䯩	1 1 1 158 129 6 220 129 268 
圁	9 286 156 
㗊	1 0 129 129 0 129 129 
冻	0 222 403 
嗻	0 129 5 224 1 134 267 
倨	0 131 5 148 1 197 129 
悑	0 153 246 
䠝	0 1 129 168 1 129 1 163 143 
蒵	1 133 1 260 1 159 140 
鬀	1 0 270 216 1 128 18 
䇡	1 11 1 142 167 
坢	0 141 1 128 25 
卞	1 155 404 
杫	0 170 168 
壀	0 141 0 5 148 129 1 147 197 
霬	1 146 1 240 1 241 143 
玄	1 158 159 
㹀	0 301 1 1 197 195 309 
牮	1 0 131 289 301 
䜣	0 127 282 
夁	1 233 1 190 9 286 1 197 129 
袺	0 173 1 233 129 
㕣	1 143 129 
靺	0 200 405 
稝	0 135 0 157 157 
抗	0 209 1 158 154 
坫	0 141 1 219 129 
丩	276 
謹	0 156 1 134 10 
䑳	0 288 1 1 137 139 6 220 245 
依	0 131 192 
浃	0 185 7 293 128 
譑	0 156 1 1 1 207 140 129 6 220 129 
㫯	1 1 152 152 144 
㑪	0 131 1 277 0 0 207 177 151 
公	1 143 178 
敄	0 247 161 
羹	1 1 1 306 141 267 1 1 306 141 140 
繤	1 133 1 1 163 140 162 
㨺	0 209 1 134 7 186 0 187 187 
辷	4 228 139 
礷	0 179 1 133 1 0 291 1 189 155 330 
牔	0 376 1 246 266 
裢	0 173 4 228 250 
焄	1 5 317 129 267 
㩝	0 209 1 1 1 158 129 195 269 
禇	0 254 5 262 152 
邖	0 249 217 
豱	0 269 1 152 330 
赒	0 292 6 312 1 141 129 
脋	1 1 271 0 271 271 157 
鋂	0 166 1 189 223 
蝚	0 258 1 247 170 
榞	0 170 5 285 1 300 206 
㟱	0 249 1 1 306 141 267 
枨	0 170 385 
諂	0 156 1 210 193 
㪔	0 0 170 170 1 219 175 
睸	0 163 5 336 163 
謮	0 156 1 347 1 163 143 
懟	1 0 1 311 1 306 141 266 188 
尵	4 334 1 1 337 139 1 163 143 
祁	0 254 217 
念	1 1 1 137 155 355 188 
瑾	0 226 1 134 10 
苏	1 133 7 238 143 
噪	0 129 1 1 129 0 129 129 170 
䧘	0 217 1 194 402 
秣	0 135 405 
君	5 317 129 
燖	0 234 1 1 215 0 149 129 266 
绁	0 297 202 
錖	1 0 1 305 206 175 166 
耏	0 284 216 
昮	1 152 0 149 238 
諿	0 156 1 129 231 
挵	0 209 1 226 227 
诫	0 127 2 136 227 
螃	0 258 1 1 1 158 128 195 191 
踍	0 1 129 168 5 262 309 
鈌	0 166 349 
蕍	1 133 0 185 1 1 137 139 0 157 199 
㚕	1 140 389 
芞	1 133 272 
诉	0 127 322 
䍕	1 190 1 331 155 
荖	1 133 5 262 169 
菱	1 133 1 1 141 143 248 
奆	1 140 184 
蒜	1 133 0 358 358 
㽭	0 240 1 146 284 
萉	1 133 0 157 268 
躀	0 1 129 168 1 377 1 163 143 
㱝	0 0 319 169 238 
䛞	0 156 1 152 212 
敹	0 1 1 219 195 242 161 
釩	0 166 6 154 155 
抧	0 209 1 129 143 
銔	0 166 1 232 197 
粙	0 218 381 
恽	0 153 1 195 250 
㪃	0 2 167 129 1 219 175 
箖	1 11 0 170 170 
剉	0 7 141 0 137 137 199 
早	1 152 197 
週	4 228 6 312 1 141 129 
毫	1 1 1 158 129 195 279 
䈳	1 11 1 152 0 183 183 
糁	0 218 1 1 178 140 216 
䠯	0 1 129 168 1 1 1 137 139 0 0 129 129 129 6 220 245 
璣	0 226 2 36 137 
贁	0 1 1 163 143 1 163 143 161 
蝛	0 258 6 9 17 139 145 
嚸	0 129 0 203 1 219 129 
憄	1 0 165 1 197 26 188 
山	249 
挱	0 209 0 185 1 206 207 
湫	0 185 0 135 234 
帓	0 186 405 
盲	1 350 163 
诋	0 127 1 331 155 
蚃	1 406 258 
耟	0 401 184 
厇	5 285 1 207 407 
㕶	0 129 357 
乸	4 333 223 
堭	0 141 1 300 226 
逻	4 228 1 190 204 
澷	0 185 1 1 152 190 191 
䰄	1 0 270 216 1 240 188 
龠	1 1 1 137 139 0 0 129 129 129 6 220 245 
迂	4 228 280 
葴	1 133 6 9 17 139 129 
宆	1 142 164 
屲	1 207 249 
㛆	0 145 1 327 170 
濮	0 185 0 131 1 1 311 306 293 
㥱	0 153 8 211 138 
阡	0 217 236 
炬	0 234 184 
奜	1 138 140 
鞒	0 200 1 1 207 140 0 207 151 
慆	0 153 1 260 193 
绅	0 297 318 
惖	1 1 152 2 210 0 207 207 188 
另	1 129 238 
蟊	1 247 0 258 258 
佯	0 131 243 
㧰	0 209 408 
韸	0 1 147 152 1 248 214 
蹠	0 1 129 168 5 224 1 134 267 
燙	1 0 185 1 1 152 139 2 210 0 207 207 234 
裀	0 173 9 286 140 
陁	0 217 1 189 333 
醃	0 257 1 140 263 
塑	1 0 1 306 13 157 141 
桰	0 170 1 331 129 
狠	0 298 304 
踨	0 1 129 168 1 0 137 137 171 
岆	0 249 1 207 140 
唐	5 224 1 382 129 
琢	0 226 409 
簳	1 11 0 1 197 1 152 197 1 137 212 
芅	1 133 289 
扈	5 251 1 129 268 
禴	0 254 1 1 1 137 139 0 0 129 129 129 6 220 245 
䈻	1 11 0 157 246 
庐	5 224 251 
爘	0 234 1 0 410 175 411 
㴣	0 185 0 185 375 
冒	1 152 163 
㫞	0 152 1 13 175 
㕀	1 381 205 
㢩	0 164 2 210 155 
㚋	0 1 204 204 6 312 1 141 129 
鞓	0 200 1 129 226 
㵻	0 185 0 157 1 20 175 
㿪	0 353 345 
䓉	1 133 0 313 217 
珿	0 226 1 129 171 
䑜	0 1 236 129 1 202 170 
䅾	0 135 1 0 368 368 152 
弌	2 289 139 
熐	0 234 1 195 1 152 1 158 143 
伀	0 131 1 143 178 
棞	0 170 9 286 135 
埁	0 141 1 249 1 1 137 155 355 
国	9 286 339 
萅	1 133 1 388 152 
稅	0 135 1 143 1 129 130 
吽	0 129 301 
胞	0 157 225 
农	412 
脦	0 157 2 289 188 
翛	0 0 131 151 1 248 0 183 183 
敔	0 1 357 129 161 
倚	0 131 1 140 2 167 129 
酯	0 257 1 169 152 
玘	0 226 395 
悘	1 8 211 1 189 140 188 
扰	0 209 4 334 155 
㰆	1 1 23 195 1 138 170 
砙	0 179 365 
渃	0 185 1 133 5 174 129 
圂	9 286 269 
淬	0 185 1 1 158 0 137 137 197 
辢	0 302 1 147 197 
樷	1 0 170 170 0 231 175 
塣	1 0 185 1 129 226 141 
慟	0 153 0 208 238 
有	5 174 157 
㽠	0 240 7 140 0 137 137 
栣	0 170 0 131 1 207 233 
汝	0 185 145 
魆	4 314 340 
㤬	0 153 1 141 141 
韹	0 1 147 152 1 300 226 
㤰	1 0 131 399 188 
躮	0 320 1 143 271 
蛻	0 258 1 143 1 129 130 
痊	5 201 1 137 226 
蛙	0 258 1 141 141 
䀮	0 163 1 350 9 130 151 
靚	0 1 347 157 1 163 130 
胤	0 0 207 1 159 157 341 
䟈	4 1 141 171 2 3 136 197 1 129 226 
貞	1 219 1 163 143 
肺	0 157 378 
涨	0 185 0 164 385 
愀	0 153 0 135 234 
僕	0 131 1 1 311 306 293 
鞵	0 200 1 260 1 159 140 
㸗	1 356 6 220 1 139 129 
䛯	0 156 5 148 1 197 129 
患	1 244 188 
畸	0 240 1 140 2 167 129 
則	0 1 163 143 199 
统	0 297 1 1 158 178 130 
鞞	0 200 1 12 197 
㴼	0 185 1 142 0 131 1 139 300 
慀	0 153 1 260 1 159 140 
廷	4 235 1 207 233 
楑	0 170 1 413 1 139 140 
壗	0 141 1 1 1 382 139 267 330 
园	9 286 1 139 144 
稥	1 1 135 267 152 
魂	0 1 177 178 314 
荲	1 133 274 
箒	1 11 1 1 215 195 186 
㶲	0 234 6 220 25 
䃡	0 179 1 0 368 368 152 
㤉	0 153 313 
墣	0 141 1 1 311 306 293 
棔	0 170 1 331 152 
拼	0 209 1 128 1 139 227 
崰	0 249 1 198 240 
隨	0 217 4 228 1 5 174 149 157 
䩛	0 200 335 
䤷	0 166 8 211 1 152 145 
鑷	0 166 1 231 0 231 231 
䞉	0 1 163 143 1 1 128 293 1 163 143 
耖	0 401 1 206 207 
玞	0 226 293 
㬈	0 152 1 152 330 
苨	1 133 5 148 169 
哗	0 129 1 0 131 169 197 
氃	0 1 147 274 279 
舍	1 137 1 236 129 
扭	0 209 275 
撇	0 209 0 160 161 
㕃	5 285 1 139 227 
㸇	0 234 1 0 293 293 1 163 143 
莐	1 133 0 185 328 
㔱	8 211 414 
脛	0 157 1 1 139 198 149 
平	7 212 128 
苲	1 133 399 
褊	0 173 5 251 6 220 245 
瓖	0 226 1 1 158 1 0 129 129 1 181 139 150 
䃓	0 179 1 1 181 139 182 
㛣	0 145 1 129 292 
剚	0 415 199 
㗐	0 129 1 6 140 155 330 
㙙	1 0 185 8 4 334 155 216 141 
䇂	1 147 151 
鎬	0 166 1 1 158 129 6 220 129 
鋧	0 166 1 163 130 
欕	0 170 1 0 129 129 5 285 0 1 265 231 161 
燾	1 1 1 1 1 233 265 149 139 0 129 266 267 
訒	0 156 2 271 207 
逾	4 228 1 1 137 139 0 157 199 
咆	0 129 225 
玿	0 226 1 271 129 
酶	0 257 1 189 223 
疠	5 201 338 
栿	0 170 0 131 239 
揥	0 209 1 1 1 158 128 195 186 
䘩	0 173 2 210 152 
徘	0 165 138 
踡	0 1 129 168 1 1 128 293 205 
笏	1 11 2 210 0 207 207 
亿	0 131 252 
冘	328 
姀	0 145 135 
庠	5 224 243 
鑏	0 166 1 1 142 1 188 330 167 
怘	1 1 197 129 188 
鋽	0 166 1 219 1 152 197 
㦄	5 224 1 0 170 170 188 
䉵	1 1 1 11 163 140 411 
森	1 170 0 170 170 
邑	1 129 268 
狍	0 298 225 
痠	5 201 1 1 178 143 248 
伶	0 131 1 1 137 155 299 
止	168 
裐	0 173 1 129 157 
钓	0 221 2 210 155 
䔢	1 1 133 1 0 137 137 0 137 137 1 139 256 
踩	0 1 129 168 1 260 170 
穸	1 1 142 143 204 
吟	0 129 1 1 137 155 355 
藎	1 133 1 1 1 382 139 267 330 
瓫	1 1 143 271 365 
肁	5 251 307 
袲	1 1 158 1 204 204 150 
動	0 208 238 
葵	1 133 1 413 1 139 140 
黂	5 224 1 0 170 170 1 1 197 227 1 163 143 
䟏	4 1 141 171 1 0 0 159 300 159 170 
冴	0 222 313 
䂬	1 0 149 6 154 155 179 
㳨	0 185 1 198 319 
㾖	5 201 274 
历	5 285 238 
翩	0 5 251 6 220 245 0 183 183 
隂	0 217 1 137 270 
䭲	0 1 135 152 1 140 2 167 129 
䝒	0 269 1 0 231 175 416 
喣	1 0 129 2 210 129 267 
戋	417 
溎	0 185 0 170 1 141 141 
㛥	0 145 1 287 152 
醻	0 257 1 1 1 1 233 265 149 139 0 129 266 
櫿	0 170 1 1 0 234 234 195 1 1 129 207 129 
棕	0 170 1 142 358 
纳	0 297 132 
企	1 137 168 
䧜	0 217 5 224 1 382 129 
聃	0 231 182 
孡	0 309 1 178 129 
撡	0 209 1 1 1 178 0 178 178 137 418 
㟶	1 249 5 285 1 300 206 
㪰	1 277 218 
